"","county","trapstation_id","latitude","longitude","cluster_id"
"1","Los Angeles","33.72806--118.28806",33.728056,-118.288056,1
"2","Los Angeles","33.72911--118.28834",33.729107,-118.288342,1
"3","Los Angeles","33.73361--118.31306",33.733611,-118.313056,1
"4","Los Angeles","33.73722--118.29111",33.737222,-118.291111,1
"5","Los Angeles","33.73750--118.24250",33.7375,-118.2425,2
"6","Los Angeles","33.74639--118.11833",33.746389,-118.118333,3
"7","Los Angeles","33.75250--118.11500",33.7525,-118.115,3
"8","Los Angeles","33.75455--118.12363",33.754549,-118.12363,3
"9","Los Angeles","33.75472--118.10556",33.754722,-118.105556,3
"10","Los Angeles","33.75500--118.10556",33.755,-118.105556,3
"11","Los Angeles","33.75556--118.11194",33.755556,-118.111944,3
"12","Los Angeles","33.75611--118.10667",33.756111,-118.106667,3
"13","Los Angeles","33.75611--118.11278",33.756111,-118.112778,3
"14","Los Angeles","33.75667--118.10833",33.756667,-118.108333,3
"15","Los Angeles","33.75778--118.09750",33.757778,-118.0975,3
"16","Los Angeles","33.75806--118.10750",33.758056,-118.1075,3
"17","Los Angeles","33.75848--118.24090",33.758476,-118.2409,2
"18","Los Angeles","33.75861--118.10806",33.758611,-118.108056,3
"19","Los Angeles","33.75863--118.13961",33.758627,-118.13961,4
"20","Los Angeles","33.75917--118.10556",33.759167,-118.105556,3
"21","Los Angeles","33.75944--118.10611",33.759444,-118.106111,3
"22","Los Angeles","33.75978--118.38980",33.759783,-118.389802,5
"23","Los Angeles","33.76056--118.11167",33.760556,-118.111667,3
"24","Los Angeles","33.76111--118.10444",33.761111,-118.104444,3
"25","Los Angeles","33.76111--118.10722",33.761111,-118.107222,3
"26","Los Angeles","33.76324--118.13545",33.763237,-118.135451,4
"27","Los Angeles","33.76333--118.10083",33.763333,-118.100833,3
"28","Los Angeles","33.76378--118.12932",33.763775,-118.129318,4
"29","Los Angeles","33.76444--118.20250",33.764444,-118.2025,6
"30","Los Angeles","33.76528--118.09694",33.765278,-118.096944,3
"31","Los Angeles","33.76583--118.11111",33.765833,-118.111111,3
"32","Los Angeles","33.76639--118.21556",33.766389,-118.215556,6
"33","Los Angeles","33.76675--118.31229",33.76675,-118.312291,7
"34","Los Angeles","33.76722--118.11750",33.767222,-118.1175,3
"35","Los Angeles","33.76722--118.12056",33.767222,-118.120556,3
"36","Los Angeles","33.76782--118.39265",33.767817,-118.392645,5
"37","Los Angeles","33.76833--118.11639",33.768333,-118.116389,3
"38","Los Angeles","33.76833--118.11861",33.768333,-118.118611,3
"39","Los Angeles","33.76944--118.12028",33.769444,-118.120278,3
"40","Los Angeles","33.76987--118.13369",33.769866,-118.133689,4
"41","Los Angeles","33.77551--118.34316",33.775512,-118.343159,8
"42","Los Angeles","33.77572--118.41791",33.775721,-118.417908,9
"43","Los Angeles","33.77730--118.15918",33.777301,-118.15918,10
"44","Los Angeles","33.77778--118.20667",33.777778,-118.206667,6
"45","Los Angeles","33.77806--118.28750",33.778056,-118.2875,11
"46","Los Angeles","33.77842--118.20856",33.77842,-118.208565,6
"47","Los Angeles","33.77889--118.20111",33.778889,-118.201111,6
"48","Los Angeles","33.77936--118.20875",33.779361,-118.208749,6
"49","Los Angeles","33.77972--118.28139",33.779722,-118.281389,11
"50","Los Angeles","33.78083--118.12333",33.780833,-118.123333,12
"51","Los Angeles","33.78167--118.26278",33.781667,-118.262778,13
"52","Los Angeles","33.78278--118.14972",33.782778,-118.149722,10
"53","Los Angeles","33.78389--118.11472",33.783889,-118.114722,12
"54","Los Angeles","33.78421--118.35045",33.784208,-118.350449,8
"55","Los Angeles","33.78467--118.31875",33.784669,-118.318749,8
"56","Los Angeles","33.78472--118.29306",33.784722,-118.293056,11
"57","Los Angeles","33.78493--118.28404",33.784932,-118.284042,11
"58","Los Angeles","33.78528--118.29028",33.785278,-118.290278,11
"59","Los Angeles","33.78583--118.28861",33.785833,-118.288611,11
"60","Los Angeles","33.78611--118.29750",33.786111,-118.2975,11
"61","Los Angeles","33.78639--118.12417",33.786389,-118.124167,12
"62","Los Angeles","33.78763--118.25626",33.787629,-118.256264,13
"63","Los Angeles","33.78818--118.25644",33.78818,-118.256441,13
"64","Los Angeles","33.78889--118.28472",33.788889,-118.284722,11
"65","Los Angeles","33.78917--118.10167",33.789167,-118.101667,12
"66","Los Angeles","33.78931--118.32900",33.789309,-118.329004,8
"67","Los Angeles","33.79028--118.28611",33.790278,-118.286111,11
"68","Los Angeles","33.79139--118.12194",33.791389,-118.121944,12
"69","Los Angeles","33.79250--118.14111",33.7925,-118.141111,14
"70","Los Angeles","33.79278--118.28889",33.792778,-118.288889,15
"71","Los Angeles","33.79306--118.11389",33.793056,-118.113889,12
"72","Los Angeles","33.79333--118.17194",33.793333,-118.171944,16
"73","Los Angeles","33.79500--118.16944",33.795,-118.169444,16
"74","Los Angeles","33.79542--118.28693",33.795422,-118.286931,15
"75","Los Angeles","33.79611--118.11583",33.796111,-118.115833,12
"76","Los Angeles","33.79639--118.11306",33.796389,-118.113056,12
"77","Los Angeles","33.79762--118.22087",33.797623,-118.220873,17
"78","Los Angeles","33.79771--118.28821",33.797706,-118.288214,15
"79","Los Angeles","33.79778--118.29944",33.797778,-118.299444,15
"80","Los Angeles","33.79806--118.16333",33.798056,-118.163333,16
"81","Los Angeles","33.79893--118.18067",33.798927,-118.180667,16
"82","Los Angeles","33.80111--118.12361",33.801111,-118.123611,12
"83","Los Angeles","33.80139--118.10000",33.801389,-118.1,18
"84","Los Angeles","33.80166--118.10027",33.801659,-118.100268,18
"85","Los Angeles","33.80256--118.16989",33.802558,-118.169888,16
"86","Los Angeles","33.80278--118.16722",33.802778,-118.167222,16
"87","Los Angeles","33.80281--118.14826",33.802806,-118.148262,14
"88","Los Angeles","33.80389--118.15000",33.803889,-118.15,14
"89","Los Angeles","33.80444--118.19361",33.804444,-118.193611,19
"90","Los Angeles","33.80444--118.20361",33.804444,-118.203611,19
"91","Los Angeles","33.80639--118.08556",33.806389,-118.085556,18
"92","Los Angeles","33.80654--118.28509",33.806536,-118.285086,15
"93","Los Angeles","33.80803--118.18510",33.808034,-118.185097,19
"94","Los Angeles","33.80833--118.08500",33.808333,-118.085,18
"95","Los Angeles","33.80861--118.08333",33.808611,-118.083333,18
"96","Los Angeles","33.80917--118.09806",33.809167,-118.098056,18
"97","Los Angeles","33.81000--118.08472",33.81,-118.084722,18
"98","Los Angeles","33.81147--118.35326",33.81147,-118.353261,20
"99","Los Angeles","33.81156--118.35622",33.811561,-118.356216,20
"100","Los Angeles","33.81252--118.35654",33.812524,-118.356536,20
"101","Los Angeles","33.81333--118.18611",33.813333,-118.186111,19
"102","Los Angeles","33.81405--118.37427",33.814051,-118.374272,21
"103","Los Angeles","33.81412--118.35416",33.814119,-118.354162,20
"104","Los Angeles","33.81651--118.35510",33.816512,-118.355098,20
"105","Los Angeles","33.81806--118.09556",33.818056,-118.095556,18
"106","Los Angeles","33.81806--118.11528",33.818056,-118.115278,22
"107","Los Angeles","33.81917--118.22111",33.819167,-118.221111,23
"108","Los Angeles","33.81935--118.37396",33.819354,-118.373964,21
"109","Los Angeles","33.81943--118.37550",33.819431,-118.375501,21
"110","Los Angeles","33.82111--118.26278",33.821111,-118.262778,24
"111","Los Angeles","33.82250--118.26222",33.8225,-118.262222,24
"112","Los Angeles","33.82306--118.11917",33.823056,-118.119167,22
"113","Los Angeles","33.82361--118.11028",33.823611,-118.110278,22
"114","Los Angeles","33.82472--118.06639",33.824722,-118.066389,25
"115","Los Angeles","33.82533--118.34107",33.825333,-118.341072,20
"116","Los Angeles","33.82553--118.34396",33.825528,-118.343961,20
"117","Los Angeles","33.82639--118.34194",33.826389,-118.341944,20
"118","Los Angeles","33.82646--118.21897",33.826461,-118.218968,23
"119","Los Angeles","33.82695--118.34318",33.826947,-118.343181,20
"120","Los Angeles","33.82876--118.07264",33.828758,-118.07264,25
"121","Los Angeles","33.82876--118.26801",33.828765,-118.268006,24
"122","Los Angeles","33.82889--118.20667",33.828889,-118.206667,23
"123","Los Angeles","33.82944--118.37444",33.829444,-118.374444,21
"124","Los Angeles","33.82972--118.06389",33.829722,-118.063889,25
"125","Los Angeles","33.82972--118.06417",33.829722,-118.064167,25
"126","Los Angeles","33.83056--118.07333",33.830556,-118.073333,25
"127","Los Angeles","33.83083--118.22611",33.830833,-118.226111,23
"128","Los Angeles","33.83111--118.26306",33.831111,-118.263056,24
"129","Los Angeles","33.83117--118.37900",33.831171,-118.378997,21
"130","Los Angeles","33.83122--118.37894",33.831223,-118.378944,21
"131","Los Angeles","33.83136--118.27096",33.831361,-118.270962,24
"132","Los Angeles","33.83139--118.06750",33.831389,-118.0675,25
"133","Los Angeles","33.83139--118.07278",33.831389,-118.072778,25
"134","Los Angeles","33.83187--118.09838",33.83187,-118.09838,26
"135","Los Angeles","33.83194--118.16722",33.831944,-118.167222,27
"136","Los Angeles","33.83222--118.29167",33.832222,-118.291667,24
"137","Los Angeles","33.83278--118.11694",33.832778,-118.116944,28
"138","Los Angeles","33.83444--118.19694",33.834444,-118.196944,29
"139","Los Angeles","33.83861--118.15028",33.838611,-118.150278,30
"140","Los Angeles","33.83861--118.15056",33.838611,-118.150556,30
"141","Los Angeles","33.83889--118.13250",33.838889,-118.1325,28
"142","Los Angeles","33.83899--118.11471",33.838993,-118.114714,28
"143","Los Angeles","33.84056--118.07889",33.840556,-118.078889,26
"144","Los Angeles","33.84070--118.17793",33.840696,-118.177933,27
"145","Los Angeles","33.84075--118.20221",33.840746,-118.202205,29
"146","Los Angeles","33.84111--118.11028",33.841111,-118.110278,28
"147","Los Angeles","33.84167--118.06111",33.841667,-118.061111,31
"148","Los Angeles","33.84194--118.09778",33.841944,-118.097778,26
"149","Los Angeles","33.84212--118.19671",33.842119,-118.196712,29
"150","Los Angeles","33.84222--118.09778",33.842222,-118.097778,26
"151","Los Angeles","33.84472--118.10861",33.844722,-118.108611,28
"152","Los Angeles","33.84498--118.34934",33.844978,-118.349338,32
"153","Los Angeles","33.84500--118.20167",33.845,-118.201667,29
"154","Los Angeles","33.84530--118.20209",33.845298,-118.202093,29
"155","Los Angeles","33.84556--118.20667",33.845556,-118.206667,29
"156","Los Angeles","33.84583--118.05944",33.845833,-118.059444,31
"157","Los Angeles","33.84583--118.20361",33.845833,-118.203611,29
"158","Los Angeles","33.84589--118.35088",33.84589,-118.350875,32
"159","Los Angeles","33.84658--118.32443",33.84658,-118.324428,32
"160","Los Angeles","33.84667--118.13194",33.846667,-118.131944,28
"161","Los Angeles","33.84667--118.14306",33.846667,-118.143056,30
"162","Los Angeles","33.84680--118.32870",33.846802,-118.328704,32
"163","Los Angeles","33.84806--118.11250",33.848056,-118.1125,28
"164","Los Angeles","33.84889--118.15278",33.848889,-118.152778,30
"165","Los Angeles","33.84890--118.39738",33.848897,-118.397382,33
"166","Los Angeles","33.84917--118.14694",33.849167,-118.146944,30
"167","Los Angeles","33.84917--118.15806",33.849167,-118.158056,30
"168","Los Angeles","33.85000--118.06444",33.85,-118.064444,31
"169","Los Angeles","33.85156--118.34391",33.851562,-118.343905,32
"170","Los Angeles","33.85222--118.15028",33.852222,-118.150278,30
"171","Los Angeles","33.85278--118.12306",33.852778,-118.123056,28
"172","Los Angeles","33.85333--118.10222",33.853333,-118.102222,34
"173","Los Angeles","33.85389--118.15083",33.853889,-118.150833,30
"174","Los Angeles","33.85441--118.32872",33.854407,-118.328723,32
"175","Los Angeles","33.85556--118.05028",33.855556,-118.050278,31
"176","Los Angeles","33.85583--118.15083",33.855833,-118.150833,30
"177","Los Angeles","33.85639--118.06444",33.856389,-118.064444,31
"178","Los Angeles","33.85940--118.37608",33.859396,-118.376075,33
"179","Los Angeles","33.86028--118.27056",33.860278,-118.270556,35
"180","Los Angeles","33.86083--118.26528",33.860833,-118.265278,35
"181","Los Angeles","33.86090--118.38511",33.860904,-118.385113,33
"182","Los Angeles","33.86167--118.10444",33.861667,-118.104444,34
"183","Los Angeles","33.86194--118.19500",33.861944,-118.195,36
"184","Los Angeles","33.86361--118.19417",33.863611,-118.194167,36
"185","Los Angeles","33.86750--118.08083",33.8675,-118.080833,37
"186","Los Angeles","33.86770--118.08472",33.867704,-118.084717,37
"187","Los Angeles","33.86806--118.06861",33.868056,-118.068611,37
"188","Los Angeles","33.86861--118.03389",33.868611,-118.033889,38
"189","Los Angeles","33.86894--118.05058",33.868945,-118.050576,38
"190","Los Angeles","33.87000--118.26806",33.87,-118.268056,35
"191","Los Angeles","33.87026--118.35948",33.870263,-118.359476,39
"192","Los Angeles","33.87028--118.26833",33.870278,-118.268333,35
"193","Los Angeles","33.87167--118.19361",33.871667,-118.193611,36
"194","Los Angeles","33.87170--118.39708",33.871697,-118.397083,40
"195","Los Angeles","33.87207--118.15457",33.872069,-118.154569,41
"196","Los Angeles","33.87214--118.36767",33.872143,-118.367671,39
"197","Los Angeles","33.87224--118.39794",33.87224,-118.39794,40
"198","Los Angeles","33.87248--118.38335",33.872475,-118.383345,33
"199","Los Angeles","33.87253--118.38335",33.872535,-118.383345,33
"200","Los Angeles","33.87328--118.39969",33.873279,-118.399695,40
"201","Los Angeles","33.87392--118.29417",33.873924,-118.294173,42
"202","Los Angeles","33.87444--118.15139",33.874444,-118.151389,41
"203","Los Angeles","33.87444--118.28889",33.874444,-118.288889,42
"204","Los Angeles","33.87472--118.28917",33.874722,-118.289167,42
"205","Los Angeles","33.87528--118.29222",33.875278,-118.292222,42
"206","Los Angeles","33.87528--118.29583",33.875278,-118.295833,42
"207","Los Angeles","33.87619--118.32343",33.876186,-118.323433,43
"208","Los Angeles","33.87621--118.39715",33.876213,-118.397152,40
"209","Los Angeles","33.87694--118.17750",33.876944,-118.1775,36
"210","Los Angeles","33.87806--118.10889",33.878056,-118.108889,44
"211","Los Angeles","33.87806--118.28444",33.878056,-118.284444,42
"212","Los Angeles","33.87944--118.10944",33.879444,-118.109444,44
"213","Los Angeles","33.87944--118.29139",33.879444,-118.291389,42
"214","Los Angeles","33.88042--118.40879",33.880419,-118.408787,40
"215","Los Angeles","33.88223--118.39963",33.882234,-118.399629,40
"216","Los Angeles","33.88451--118.39949",33.884511,-118.399492,40
"217","Los Angeles","33.88611--118.20583",33.886111,-118.205833,45
"218","Los Angeles","33.88722--118.35972",33.887222,-118.359722,39
"219","Los Angeles","33.88806--118.12722",33.888056,-118.127222,44
"220","Los Angeles","33.88866--118.19282",33.888658,-118.192817,45
"221","Los Angeles","33.89137--118.23753",33.891372,-118.237525,46
"222","Los Angeles","33.89139--118.29750",33.891389,-118.2975,47
"223","Los Angeles","33.89372--118.14352",33.893724,-118.143524,41
"224","Los Angeles","33.89427--118.40018",33.894274,-118.400176,48
"225","Los Angeles","33.89438--118.14691",33.894385,-118.14691,41
"226","Los Angeles","33.89465--118.08112",33.894646,-118.081121,49
"227","Los Angeles","33.89603--118.40323",33.896032,-118.403234,48
"228","Los Angeles","33.89626--118.39338",33.896256,-118.393375,48
"229","Los Angeles","33.89722--118.16417",33.897222,-118.164167,41
"230","Los Angeles","33.89739--118.41229",33.897388,-118.412294,48
"231","Los Angeles","33.89778--118.01778",33.897778,-118.017778,50
"232","Los Angeles","33.89840--118.11039",33.898396,-118.110395,44
"233","Los Angeles","33.89861--118.03778",33.898611,-118.037778,51
"234","Los Angeles","33.89867--118.40456",33.898667,-118.404563,48
"235","Los Angeles","33.89889--118.01861",33.898889,-118.018611,50
"236","Los Angeles","33.90100--118.26586",33.901002,-118.265857,46
"237","Los Angeles","33.90250--118.00917",33.9025,-118.009167,50
"238","Los Angeles","33.90306--118.18778",33.903056,-118.187778,45
"239","Los Angeles","33.90595--118.29509",33.905955,-118.295087,47
"240","Los Angeles","33.90630--118.01150",33.906295,-118.011499,50
"241","Los Angeles","33.90694--118.08278",33.906944,-118.082778,49
"242","Los Angeles","33.90719--118.29295",33.90719,-118.292954,47
"243","Los Angeles","33.90750--118.42167",33.9075,-118.421667,48
"244","Los Angeles","33.90806--117.97917",33.908056,-117.979167,52
"245","Los Angeles","33.90809--118.37230",33.908088,-118.372297,53
"246","Los Angeles","33.90944--118.40167",33.909444,-118.401667,48
"247","Los Angeles","33.91194--118.14167",33.911944,-118.141667,54
"248","Los Angeles","33.91268--118.37676",33.912676,-118.376761,53
"249","Los Angeles","33.91278--118.23556",33.912778,-118.235556,55
"250","Los Angeles","33.91389--118.10444",33.913889,-118.104444,56
"251","Los Angeles","33.91485--118.38012",33.914854,-118.380115,53
"252","Los Angeles","33.91491--118.21977",33.914906,-118.219772,55
"253","Los Angeles","33.91655--118.41375",33.916546,-118.413752,57
"254","Los Angeles","33.91694--117.98083",33.916944,-117.980833,52
"255","Los Angeles","33.91708--118.31453",33.917078,-118.314528,58
"256","Los Angeles","33.91750--118.02694",33.9175,-118.026944,51
"257","Los Angeles","33.91750--118.06222",33.9175,-118.062222,59
"258","Los Angeles","33.91778--118.03694",33.917778,-118.036944,51
"259","Los Angeles","33.91823--118.19223",33.918233,-118.192233,60
"260","Los Angeles","33.91842--118.40515",33.918419,-118.405151,57
"261","Los Angeles","33.91920--118.26570",33.919195,-118.2657,61
"262","Los Angeles","33.92000--118.03778",33.92,-118.037778,51
"263","Los Angeles","33.92028--118.03778",33.920278,-118.037778,51
"264","Los Angeles","33.92056--118.27389",33.920556,-118.273889,61
"265","Los Angeles","33.92056--118.42389",33.920556,-118.423889,62
"266","Los Angeles","33.92078--118.42354",33.920778,-118.423544,62
"267","Los Angeles","33.92177--118.34530",33.921774,-118.345304,63
"268","Los Angeles","33.92195--118.42542",33.921951,-118.425415,62
"269","Los Angeles","33.92200--118.42491",33.921996,-118.424913,62
"270","Los Angeles","33.92222--118.14139",33.922222,-118.141389,54
"271","Los Angeles","33.92327--118.42541",33.923267,-118.425411,62
"272","Los Angeles","33.92333--118.20056",33.923333,-118.200556,60
"273","Los Angeles","33.92333--118.42556",33.923333,-118.425556,62
"274","Los Angeles","33.92339--118.42501",33.92339,-118.425007,62
"275","Los Angeles","33.92339--118.42530",33.92339,-118.425296,62
"276","Los Angeles","33.92340--118.42515",33.923399,-118.425151,62
"277","Los Angeles","33.92342--118.40785",33.923418,-118.407849,57
"278","Los Angeles","33.92343--118.40784",33.923431,-118.40784,57
"279","Los Angeles","33.92343--118.40785",33.923429,-118.407849,57
"280","Los Angeles","33.92351--118.41907",33.923509,-118.41907,62
"281","Los Angeles","33.92361--118.40836",33.923615,-118.408362,57
"282","Los Angeles","33.92383--118.42446",33.923833,-118.424456,62
"283","Los Angeles","33.92407--118.43108",33.924074,-118.431075,62
"284","Los Angeles","33.92434--118.11279",33.92434,-118.112792,56
"285","Los Angeles","33.92462--118.31230",33.924619,-118.312302,58
"286","Los Angeles","33.92583--118.25000",33.925833,-118.25,61
"287","Los Angeles","33.92611--118.42639",33.926111,-118.426389,62
"288","Los Angeles","33.92766--118.42674",33.927664,-118.426738,62
"289","Los Angeles","33.92769--118.42581",33.927689,-118.425813,62
"290","Los Angeles","33.92964--118.42715",33.929643,-118.427149,62
"291","Los Angeles","33.92972--118.25556",33.929722,-118.255556,61
"292","Los Angeles","33.92988--118.25931",33.9298786718548,-118.259308396622,61
"293","Los Angeles","33.93028--118.01278",33.930278,-118.012778,64
"294","Los Angeles","33.93028--118.21972",33.930278,-118.219722,55
"295","Los Angeles","33.93031--118.22076",33.930308,-118.220756,55
"296","Los Angeles","33.93038--118.00322",33.930383,-118.003223,64
"297","Los Angeles","33.93045--118.22047",33.930447,-118.220471,55
"298","Los Angeles","33.93083--118.18083",33.930833,-118.180833,60
"299","Los Angeles","33.93143--118.42790",33.931429,-118.427904,62
"300","Los Angeles","33.93201--118.22060",33.932011,-118.220601,55
"301","Los Angeles","33.93210--118.21865",33.932096,-118.218648,55
"302","Los Angeles","33.93222--118.06250",33.932222,-118.0625,59
"303","Los Angeles","33.93448--118.01999",33.934481,-118.019994,64
"304","Los Angeles","33.93556--118.06444",33.935556,-118.064444,59
"305","Los Angeles","33.93556--118.06528",33.935556,-118.065278,59
"306","Los Angeles","33.93564--118.06524",33.935636,-118.065244,59
"307","Los Angeles","33.93611--118.06500",33.936111,-118.065,59
"308","Los Angeles","33.93667--118.03944",33.936667,-118.039444,65
"309","Los Angeles","33.93820--118.27390",33.938201,-118.273904,61
"310","Los Angeles","33.93995--118.24268",33.939948,-118.24268,66
"311","Los Angeles","33.94083--118.12889",33.940833,-118.128889,67
"312","Los Angeles","33.94083--118.42500",33.940833,-118.425,62
"313","Los Angeles","33.94139--117.98556",33.941389,-117.985556,68
"314","Los Angeles","33.94167--118.33889",33.941667,-118.338889,69
"315","Los Angeles","33.94222--118.08333",33.942222,-118.083333,70
"316","Los Angeles","33.94222--118.33972",33.942222,-118.339722,69
"317","Los Angeles","33.94327--118.28606",33.943268,-118.286061,71
"318","Los Angeles","33.94333--118.42306",33.943333,-118.423056,62
"319","Los Angeles","33.94417--118.19250",33.944167,-118.1925,72
"320","Los Angeles","33.94451--118.19750",33.944511,-118.197499,72
"321","Los Angeles","33.94529--118.24124",33.945294,-118.241241,66
"322","Los Angeles","33.94556--118.33889",33.945556,-118.338889,69
"323","Los Angeles","33.94611--117.99167",33.946111,-117.991667,68
"324","Los Angeles","33.94889--118.33694",33.948889,-118.336944,69
"325","Los Angeles","33.94917--118.03889",33.949167,-118.038889,65
"326","Los Angeles","33.94917--118.24694",33.949167,-118.246944,66
"327","Los Angeles","33.94972--118.08861",33.949722,-118.088611,70
"328","Los Angeles","33.94972--118.09639",33.949722,-118.096389,70
"329","Los Angeles","33.95111--118.08861",33.951111,-118.088611,70
"330","Los Angeles","33.95194--118.44556",33.951944,-118.445556,73
"331","Los Angeles","33.95278--118.34167",33.952778,-118.341667,69
"332","Los Angeles","33.95306--118.29139",33.953056,-118.291389,71
"333","Los Angeles","33.95326--118.14802",33.953262,-118.148019,74
"334","Los Angeles","33.95528--118.17944",33.955278,-118.179444,72
"335","Los Angeles","33.95545--118.17620",33.955452,-118.176197,72
"336","Los Angeles","33.95639--118.34222",33.956389,-118.342222,69
"337","Los Angeles","33.95667--118.11806",33.956667,-118.118056,67
"338","Los Angeles","33.95669--118.36145",33.956694,-118.36145,69
"339","Los Angeles","33.95706--118.42491",33.957062,-118.424913,75
"340","Los Angeles","33.95801--118.17903",33.958009,-118.179029,72
"341","Los Angeles","33.95817--117.95692",33.958174,-117.956921,76
"342","Los Angeles","33.95833--118.02250",33.958333,-118.0225,77
"343","Los Angeles","33.95901--118.44166",33.959006,-118.441657,73
"344","Los Angeles","33.95920--118.44169",33.959196,-118.441693,73
"345","Los Angeles","33.95972--118.27917",33.959722,-118.279167,78
"346","Los Angeles","33.96046--118.41519",33.96046,-118.415192,75
"347","Los Angeles","33.96072--118.44154",33.960721,-118.44154,73
"348","Los Angeles","33.96134--118.25008",33.961337,-118.250076,79
"349","Los Angeles","33.96205--118.19215",33.962047,-118.192155,72
"350","Los Angeles","33.96220--118.35651",33.962202,-118.356513,69
"351","Los Angeles","33.96229--118.40208",33.962286,-118.402078,80
"352","Los Angeles","33.96247--118.45312",33.962471,-118.453118,73
"353","Los Angeles","33.96250--118.43755",33.962497,-118.437553,73
"354","Los Angeles","33.96251--118.45289",33.962506,-118.452886,73
"355","Los Angeles","33.96287--118.45044",33.962871,-118.450441,73
"356","Los Angeles","33.96293--118.43203",33.96293,-118.432031,73
"357","Los Angeles","33.96325--118.15976",33.963249,-118.159765,74
"358","Los Angeles","33.96376--118.41496",33.963759,-118.414964,75
"359","Los Angeles","33.96392--118.16440",33.963919,-118.164401,74
"360","Los Angeles","33.96417--118.27389",33.964167,-118.273889,78
"361","Los Angeles","33.96449--118.42451",33.964494,-118.424509,75
"362","Los Angeles","33.96508--118.43214",33.965078,-118.43214,73
"363","Los Angeles","33.96528--118.43667",33.965278,-118.436667,73
"364","Los Angeles","33.96538--118.16340",33.965375,-118.163398,74
"365","Los Angeles","33.96654--118.42567",33.966544,-118.425667,75
"366","Los Angeles","33.96668--117.91658",33.966684,-117.91658,81
"367","Los Angeles","33.96702--118.31261",33.967025,-118.31261,82
"368","Los Angeles","33.96735--118.42435",33.967353,-118.42435,75
"369","Los Angeles","33.96752--118.45295",33.96752,-118.452948,73
"370","Los Angeles","33.96755--118.42796",33.967553,-118.427961,75
"371","Los Angeles","33.96834--118.42662",33.968339,-118.426624,75
"372","Los Angeles","33.96905--118.42892",33.96905,-118.428919,75
"373","Los Angeles","33.96966--118.42395",33.969664,-118.42395,75
"374","Los Angeles","33.96991--118.43153",33.969911,-118.431533,75
"375","Los Angeles","33.97000--118.03083",33.97,-118.030833,77
"376","Los Angeles","33.97056--118.17056",33.970556,-118.170556,83
"377","Los Angeles","33.97060--118.35023",33.970598,-118.350235,84
"378","Los Angeles","33.97081--118.42571",33.970813,-118.425706,75
"379","Los Angeles","33.97089--118.34355",33.970889,-118.343547,84
"380","Los Angeles","33.97096--118.42486",33.970962,-118.424863,75
"381","Los Angeles","33.97112--118.39036",33.971124,-118.390363,85
"382","Los Angeles","33.97120--118.39023",33.971198,-118.390233,85
"383","Los Angeles","33.97126--118.43111",33.971264,-118.431108,75
"384","Los Angeles","33.97136--118.42132",33.971361,-118.421319,75
"385","Los Angeles","33.97237--118.34418",33.972369,-118.344183,84
"386","Los Angeles","33.97255--118.42663",33.972548,-118.426628,75
"387","Los Angeles","33.97406--118.26837",33.974058,-118.268373,78
"388","Los Angeles","33.97414--118.41703",33.974141,-118.417034,80
"389","Los Angeles","33.97417--118.25000",33.974167,-118.25,79
"390","Los Angeles","33.97419--118.41436",33.974192,-118.414364,80
"391","Los Angeles","33.97433--118.42297",33.974332,-118.42297,75
"392","Los Angeles","33.97444--118.35472",33.974444,-118.354722,84
"393","Los Angeles","33.97444--118.42109",33.974436,-118.421086,75
"394","Los Angeles","33.97472--118.34667",33.974722,-118.346667,84
"395","Los Angeles","33.97478--118.42434",33.974778,-118.424337,75
"396","Los Angeles","33.97486--118.42311",33.974862,-118.42311,75
"397","Los Angeles","33.97522--118.41220",33.975217,-118.4122,80
"398","Los Angeles","33.97535--118.33987",33.975351,-118.339871,84
"399","Los Angeles","33.97554--118.37645",33.975537,-118.376445,85
"400","Los Angeles","33.97606--118.40858",33.976056,-118.408578,80
"401","Los Angeles","33.97614--118.41736",33.976144,-118.41736,80
"402","Los Angeles","33.97618--118.40680",33.976181,-118.4068,80
"403","Los Angeles","33.97639--117.89861",33.976389,-117.898611,86
"404","Los Angeles","33.97667--117.89222",33.976667,-117.892222,86
"405","Los Angeles","33.97694--118.21722",33.976944,-118.217222,87
"406","Los Angeles","33.97718--118.35722",33.977178,-118.357221,84
"407","Los Angeles","33.97722--118.06639",33.977222,-118.066389,88
"408","Los Angeles","33.97778--117.89500",33.977778,-117.895,86
"409","Los Angeles","33.97806--117.89278",33.978056,-117.892778,86
"410","Los Angeles","33.97826--118.40376",33.978256,-118.403764,80
"411","Los Angeles","33.97833--118.34000",33.978333,-118.34,84
"412","Los Angeles","33.97894--118.43575",33.978943,-118.435751,89
"413","Los Angeles","33.97903--118.21728",33.979031,-118.21728,87
"414","Los Angeles","33.97918--118.18802",33.979179,-118.188023,90
"415","Los Angeles","33.97926--118.21290",33.979264,-118.212897,87
"416","Los Angeles","33.97944--118.17000",33.979444,-118.17,83
"417","Los Angeles","33.97950--118.43525",33.979499,-118.435247,89
"418","Los Angeles","33.97961--118.43317",33.979606,-118.433167,89
"419","Los Angeles","33.97963--118.35321",33.979627,-118.353211,84
"420","Los Angeles","33.97966--118.43394",33.979661,-118.43394,89
"421","Los Angeles","33.97972--118.04944",33.979722,-118.049444,88
"422","Los Angeles","33.98000--117.86333",33.98,-117.863333,91
"423","Los Angeles","33.98000--117.92778",33.98,-117.927778,81
